Original,POS
"The risk register and risk response plans within it, may be updated uu based on the risks that may arise due to schedule compression techniques.","['DT', 'NN', 'NN', 'CC', 'NN', 'NN', 'NNS', 'IN', 'PRP', ',', 'MD', 'VB', 'VBN', 'JJ', 'VBN', 'IN', 'DT', 'NNS', 'WDT', 'MD', 'VB', 'JJ', 'TO', 'VB', 'NN', 'NNS', '.']"
Schedule data.,"['NNP', 'NNS', '.']"
Described in Section 6.,"['VBN', 'IN', 'NN', 'CD', '.']"
New project schedule network diagrams may be developed to uu display approved remaining durations and approved modifications to the schedule.,"['NNP', 'NN', 'NN', 'NN', 'NN', 'MD', 'VB', 'VBN', 'TO', 'JJ', 'NN', 'VBD', 'JJ', 'NNS', 'CC', 'VBD', 'NNS', 'TO', 'DT', 'NN', '.']"
"In some cases, project schedule delays can be so severe that a new target schedule with forecasted start and finish dates is needed to provide realistic data for directing the work, measuring performance, and measuring progress.","['IN', 'DT', 'NNS', ',', 'NN', 'NN', 'NNS', 'MD', 'VB', 'RB', 'JJ', 'IN', 'DT', 'JJ', 'NN', 'NN', 'IN', 'JJ', 'NN', 'CC', 'JJ', 'NNS', 'VBZ', 'VBN', 'TO', 'VB', 'JJ', 'NNS', 'IN', 'VBG', 'DT', 'NN', ',', 'VBG', 'NN', ',', 'CC', 'VBG', 'NN', '.']"
"Part 1 - Guide 230 7 PROJE CT CO ST MA NAG EM ENT Project Cost Management includes the processes involved in planning, estimating, budgeting, financing, funding, managing, and controlling costs so that the project can be completed within the approved budget.","['NN', 'CD', ':', 'NNP', 'CD', 'CD', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'VBZ', 'DT', 'NNS', 'VBN', 'IN', 'NN', ',', 'VBG', ',', 'NN', ',', 'NN', ',', 'NN', ',', 'NN', ',', 'CC', 'VBG', 'NNS', 'RB', 'IN', 'DT', 'NN', 'MD', 'VB', 'VBN', 'IN', 'DT', 'JJ', 'NN', '.']"
The Project Cost Management processes are: 7.,"['DT', 'NN', 'NNP', 'NNP', 'NNS', 'VBP', ':', 'CD', '.']"
"Plan Cost Management--The process of defining how the project costs will be estimated, budgeted, managed, monitored, and controlled.","['NN', 'NNP', 'NNP', ':', 'DT', 'NN', 'IN', 'VBG', 'WRB', 'DT', 'NN', 'NNS', 'MD', 'VB', 'VBN', ',', 'VBN', ',', 'VBD', ',', 'VBD', ',', 'CC', 'VBD', '.']"
Estimate Costs--The process of developing an approximation of the monetary resources needed to complete project work.,"['NN', 'NNS', ':', 'DT', 'NN', 'IN', 'VBG', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NNS', 'VBN', 'TO', 'VB', 'NN', 'NN', '.']"
Determine Budget--The process of aggregating the estimated costs of individual activities or work packages to establish an authorized cost baseline.,"['NNP', 'NNP', ':', 'DT', 'NN', 'IN', 'VBG', 'DT', 'JJ', 'NNS', 'IN', 'JJ', 'NNS', 'CC', 'NN', 'NNS', 'TO', 'VB', 'DT', 'JJ', 'NN', 'NN', '.']"
Control Costs--The process of monitoring the status of the project to update the project costs and manage changes to the cost baseline.,"['NN', 'VBZ', ':', 'DT', 'NN', 'IN', 'VBG', 'DT', 'NN', 'IN', 'DT', 'NN', 'TO', 'VB', 'DT', 'NN', 'NNS', 'CC', 'NN', 'NNS', 'TO', 'DT', 'NN', 'NN', '.']"
Figure 7-1 provides an overview of the Project Cost Management processes.,"['NN', 'CD', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'NN', 'NNP', 'NNP', 'VBZ', '.']"
"The Project Cost Management processes are presented as discrete processes with defined interfaces, while in practice they overlap and interact in ways that cannot be completely detailed in the PMBOK(R) Guide.","['DT', 'NN', 'NNP', 'NNP', 'NNS', 'VBP', 'VBN', 'IN', 'JJ', 'NNS', 'IN', 'JJ', 'NNS', ',', 'IN', 'IN', 'NN', 'PRP', 'VBP', 'CC', 'VBP', 'IN', 'NNS', 'WDT', 'MD', 'RB', 'VB', 'RB', 'VBN', 'IN', 'DT', 'NNP', '(', 'NNP', ')', 'NNP', '.']"
These processes interact with each other and with processes in other Knowledge Areas.,"['DT', 'NNS', 'VBP', 'IN', 'DT', 'JJ', 'CC', 'IN', 'NNS', 'IN', 'JJ', 'NNP', 'NNP', '.']"
"On some projects, especially those of smaller scope, cost estimating and cost budgeting are tightly linked and can be viewed as a single process that can be performed by a single person over a relatively short period of time.","['IN', 'DT', 'NNS', ',', 'RB', 'DT', 'IN', 'JJR', 'NN', ',', 'NN', 'NN', 'CC', 'NN', 'NN', 'VBP', 'RB', 'VBN', 'CC', 'MD', 'VB', 'VBN', 'IN', 'DT', 'JJ', 'NN', 'WDT', 'MD', 'VB', 'VBN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'DT', 'RB', 'JJ', 'NN', 'IN', 'NN', '.']"
They are presented here as distinct processes because the tools and techniques for each are different.,"['PRP', 'VBP', 'VBN', 'RB', 'IN', 'JJ', 'NNS', 'IN', 'DT', 'NNS', 'CC', 'NNS', 'IN', 'DT', 'VBP', 'JJ', '.']"
"The ability to influence cost is greatest at the early stages of the project, making early scope definition critical (see Section 5.","['DT', 'NN', 'TO', 'VB', 'NN', 'VBZ', 'JJS', 'IN', 'DT', 'JJ', 'NNS', 'IN', 'DT', 'NN', ',', 'VBG', 'JJ', 'NN', 'NN', 'JJ', '(', 'VB', 'NNP', 'CD', '.']"
Project Cost Management Overview 7.,"['NN', 'NNP', 'NNP', 'NNP', 'CD', '.']"
Plan Cost 7.,"['NN', 'NNP', 'CD', '.']"
Estimate Costs 7.,"['NN', 'NNS', 'CD', '.']"
Determine Budget Management .,"['NNP', 'NNP', 'NNP', '.']"
Inputs .,"['NNS', '.']"
Inputs .,"['NNS', '.']"
Inputs .,"['NNS', '.']"
Project charter .,"['NN', 'NN', '.']"
Project management plan .,"['NNP', 'NN', 'NN', '.']"
Project management plan .,"['NNP', 'NN', 'NN', '.']"
Project management plan .,"['NNP', 'NN', 'NN', '.']"
Project documents .,"['NN', 'NNS', '.']"
Project documents .,"['NN', 'NNS', '.']"
Enterprise environmental .,"['NNP', 'JJ', '.']"
Enterprise environmental .,"['NNP', 'JJ', '.']"
Business documents factors factors .,"['NN', 'NNS', 'NNS', 'NNS', '.']"
Agreements .,"['NNS', '.']"
Organizational process assets .,"['NNP', 'NN', 'NNS', '.']"
Organizational process assets .,"['NNP', 'NN', 'NNS', '.']"
Enterprise environmental factors .,"['NNP', 'JJ', 'NNS', '.']"
Tools & Techniques .,"['NNP', 'CC', 'NNP', '.']"
Tools & Techniques .,"['NNP', 'CC', 'NNP', '.']"
Organizational process assets .,"['NNP', 'NN', 'NNS', '.']"
Expert judgment .,"['JJ', 'NN', '.']"
Expert judgment .,"['JJ', 'NN', '.']"
Data analysis .,"['NNP', 'NN', '.']"
Analogous estimating .,"['JJ', 'NN', '.']"
Tools & Techniques .,"['NNP', 'CC', 'NNP', '.']"
Meetings .,"['NNS', '.']"
Parametric estimating .,"['NNP', 'NN', '.']"
Expert judgment .,"['JJ', 'NN', '.']"
Bottom-up estimating .,"['JJ', 'NN', '.']"
Cost aggregation .,"['NN', 'NN', '.']"
Outputs .,"['NNS', '.']"
Three-point estimating .,"['JJ', 'NN', '.']"
Data analysis .,"['NNP', 'NN', '.']"
Cost management plan .,"['NN', 'NN', 'NN', '.']"
Data analysis .,"['NNP', 'NN', '.']"
Historical information review .,"['JJ', 'NN', 'NN', '.']"
Project management .,"['NNP', 'NN', '.']"
Funding limit reconciliation information system .,"['VBG', 'NN', 'NN', 'NN', 'NN', '.']"
Financing .,"['NN', '.']"
Decision making .,"['NN', 'NN', '.']"
Outputs .,"['NNS', '.']"
Outputs .,"['NNS', '.']"
Cost baseline .,"['NN', 'NN', '.']"
Cost estimates .,"['NN', 'NNS', '.']"
Project funding requirements .,"['NN', 'NN', 'NNS', '.']"
Basis of estimates .,"['NN', 'IN', 'NNS', '.']"
Project documents updates .,"['NN', 'NNS', 'VBZ', '.']"
Project documents updates 7.,"['NN', 'NNS', 'VBZ', 'CD', '.']"
Control Costs .,"['NN', 'NNS', '.']"
Inputs .,"['NNS', '.']"
Project management plan .,"['NNP', 'NN', 'NN', '.']"
Project documents .,"['NN', 'NNS', '.']"
Project funding requirements .,"['NN', 'NN', 'NNS', '.']"
Work performance data .,"['NN', 'NN', 'NNS', '.']"
Organizational process assets .,"['NNP', 'NN', 'NNS', '.']"
Tools & Techniques .,"['NNP', 'CC', 'NNP', '.']"
Expert judgment .,"['JJ', 'NN', '.']"
Data analysis .,"['NNP', 'NN', '.']"
To-complete performance index .,"['JJ', 'NN', 'NN', '.']"
Project management information system .,"['NNP', 'NN', 'NN', 'NN', '.']"
Outputs .,"['NNS', '.']"
Work performance information .,"['NNP', 'NN', 'NN', '.']"
Cost forecasts .,"['NN', 'NNS', '.']"
Change requests .,"['NN', 'NNS', '.']"
Project management plan updates .,"['NNP', 'NN', 'NN', 'VBZ', '.']"
Project documents updates Figure 7-1.,"['NN', 'NNS', 'JJ', 'NNP', 'CD', '.']"
Project Cost Management Overview Part 1 - Guide 232 KEY CONCEPTS FOR PROJECT COST MANAGEMENT Project Cost Management is primarily concerned with the cost of the resources needed to complete project activities.,"['NN', 'NNP', 'NNP', 'NNP', 'NNP', 'CD', ':', 'NNP', 'CD', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'VBZ', 'RB', 'VBN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NNS', 'VBN', 'TO', 'VB', 'NN', 'NNS', '.']"
"Project Cost Management should consider the effect of project decisions on the subsequent recurring cost of using, maintaining, and supporting the product, service, or result of the project.","['NN', 'NNP', 'NNP', 'MD', 'VB', 'DT', 'NN', 'IN', 'NN', 'NNS', 'IN', 'DT', 'JJ', 'VBG', 'NN', 'IN', 'VBG', ',', 'VBG', ',', 'CC', 'VBG', 'DT', 'NN', ',', 'NN', ',', 'CC', 'NN', 'IN', 'DT', 'NN', '.']"
"For example, limiting the number of design reviews can reduce the cost of the project but could increase the resulting product's operating costs.","['IN', 'NN', ',', 'VBG', 'DT', 'NN', 'IN', 'JJ', 'NNS', 'MD', 'VB', 'DT', 'NN', 'IN', 'DT', 'NN', 'CC', 'MD', 'VB', 'DT', 'JJ', 'NN', 'POS', 'NN', 'NNS', '.']"
Another aspect of cost management is recognizing that different stakeholders measure project costs in different ways and at different times.,"['DT', 'NN', 'IN', 'NN', 'NN', 'VBZ', 'VBG', 'IN', 'JJ', 'NNS', 'NN', 'NN', 'VBZ', 'IN', 'JJ', 'NNS', 'CC', 'IN', 'JJ', 'NNS', '.']"
"For example, the cost of an acquired item may be measured when the acquisition decision is made or committed, the order is placed, the item is delivered, or the actual cost is incurred or recorded for project accounting purposes.","['IN', 'NN', ',', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN', 'MD', 'VB', 'VBN', 'WRB', 'DT', 'NN', 'NN', 'VBZ', 'VBN', 'CC', 'VBN', ',', 'DT', 'NN', 'VBZ', 'VBN', ',', 'DT', 'NN', 'VBZ', 'VBN', ',', 'CC', 'DT', 'JJ', 'NN', 'VBZ', 'VBN', 'CC', 'VBN', 'IN', 'NN', 'NN', 'NNS', '.']"
"In many organizations, predicting and analyzing the prospective financial performance of the project's product is performed outside of the project.","['IN', 'JJ', 'NNS', ',', 'VBG', 'CC', 'VBG', 'DT', 'JJ', 'JJ', 'NN', 'IN', 'DT', 'NN', 'POS', 'NN', 'VBZ', 'VBN', 'IN', 'IN', 'DT', 'NN', '.']"
"In others, such as a capital facilities project, Project Cost Management can include this work.","['IN', 'NNS', ',', 'JJ', 'IN', 'DT', 'NN', 'NNS', 'NN', ',', 'NNP', 'NNP', 'NNP', 'MD', 'VB', 'DT', 'NN', '.']"
"When such predictions and analyses are included, Project Cost Management may address additional processes and numerous general financial management techniques such as return on investment, discounted cash flow, and investment payback analysis.","['WRB', 'JJ', 'NNS', 'CC', 'NNS', 'VBP', 'VBN', ',', 'NNP', 'NNP', 'NNP', 'MD', 'VB', 'JJ', 'NNS', 'CC', 'JJ', 'JJ', 'JJ', 'NN', 'NNS', 'JJ', 'IN', 'NN', 'IN', 'NN', ',', 'VBN', 'NN', 'NN', ',', 'CC', 'NN', 'NN', 'NN', '.']"
"TRENDS AND EMERGING PRACTICES IN PROJECT COST MANAGEMENT Within the practice of Project Cost Management, trends include the expansion of earned value management (EVM) to include the concept of earned schedule (ES).","['NNS', 'CC', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'IN', 'DT', 'NN', 'IN', 'NNP', 'NNP', 'NNP', ',', 'VBZ', 'VBP', 'DT', 'NN', 'IN', 'VBN', 'NN', 'NN', '(', 'NNP', ')', 'TO', 'VB', 'DT', 'NN', 'IN', 'VBN', 'NN', '(', 'NNP', ')', '.']"
ES is an extension to the theory and practice of EVM.,"['NNP', 'VBZ', 'DT', 'NN', 'TO', 'DT', 'NN', 'CC', 'NN', 'IN', 'NNP', '.']"
Earned schedule theory replaces the schedule variance measures used in traditional EVM (earned value - planned value) with ES and actual time (AT).,"['VBN', 'NN', 'NN', 'VBZ', 'DT', 'NN', 'NN', 'NNS', 'VBN', 'IN', 'JJ', 'NNP', '(', 'VBN', 'NN', ':', 'VBN', 'NN', ')', 'IN', 'NNP', 'CC', 'JJ', 'NN', '(', 'NNP', ')', '.']"
"Using the alternate equation for calculating schedule variance ES - AT, if the amount of earned schedule is greater than 0, then the project is considered ahead of schedule.","['VBG', 'DT', 'JJ', 'NN', 'IN', 'VBG', 'NN', 'NN', 'NNP', ':', 'NNP', ',', 'IN', 'DT', 'NN', 'IN', 'JJ', 'NN', 'VBZ', 'JJR', 'IN', 'CD', ',', 'RB', 'DT', 'NN', 'VBZ', 'VBN', 'RB', 'IN', 'NN', '.']"
"In other words, the project earned more than planned at a given point in time.","['IN', 'JJ', 'NNS', ',', 'DT', 'NN', 'VBD', 'JJR', 'IN', 'VBN', 'IN', 'DT', 'VBN', 'NN', 'IN', 'NN', '.']"
The schedule performance index (SPI) using earned schedule metrics is ES/AT.,"['DT', 'NN', 'NN', 'NN', '(', 'NNP', ')', 'VBG', 'VBN', 'NN', 'NNS', 'VBZ', 'NNP', '.']"
This indicates the efficiency with which work is being accomplished.,"['DT', 'VBZ', 'DT', 'NN', 'IN', 'WDT', 'NN', 'VBZ', 'VBG', 'VBN', '.']"
"Earned schedule theory also provides formulas for forecasting the project completion date, using earned schedule, actual time, and estimated duration.","['VBN', 'NN', 'NN', 'RB', 'VBZ', 'NNS', 'IN', 'VBG', 'DT', 'NN', 'NN', 'NN', ',', 'VBG', 'VBN', 'NN', ',', 'JJ', 'NN', ',', 'CC', 'VBN', 'NN', '.']"
"TAILORING CONSIDERATIONS Because each project is unique, the project manager may need to tailor the way Project Cost Management processes are applied.","['NN', 'NNP', 'IN', 'DT', 'NN', 'VBZ', 'JJ', ',', 'DT', 'NN', 'NN', 'MD', 'VB', 'TO', 'VB', 'DT', 'NN', 'NNP', 'NNP', 'NNP', 'NNS', 'VBP', 'VBN', '.']"
Considerations for tailoring include but are not limited to: Knowledge management.,"['NNS', 'IN', 'VBG', 'NN', 'CC', 'VBP', 'RB', 'VBN', 'TO', ':', 'NNP', 'NN', '.']"
Does the organization have a formal knowledge management and financial database uu repository that a project manager is required to use and that is readily accessible?,"['VBZ', 'DT', 'NN', 'VBP', 'DT', 'JJ', 'NN', 'NN', 'CC', 'JJ', 'NN', 'NN', 'NN', 'IN', 'DT', 'NN', 'NN', 'VBZ', 'VBN', 'TO', 'VB', 'CC', 'DT', 'VBZ', 'RB', 'JJ', '.']"
Estimating and budgeting.,"['NN', 'CC', 'NN', '.']"
"Does the organization have existing formal or informal cost estimating and uu budgeting-related policies, procedures, and guidelines?","['VBZ', 'DT', 'NN', 'VBP', 'VBG', 'JJ', 'CC', 'JJ', 'NN', 'NN', 'CC', 'JJ', 'JJ', 'NNS', ',', 'NNS', ',', 'CC', 'NNS', '.']"
Earned value management.,"['VBN', 'NN', 'NN', '.']"
Does the organization use earned value management in managing projects?,"['VBZ', 'DT', 'NN', 'NN', 'VBD', 'NN', 'NN', 'IN', 'VBG', 'NNS', '.']"
Use of agile approach.,"['NNP', 'IN', 'JJ', 'NN', '.']"
Does the organization use agile methodologies in managing projects?,"['VBZ', 'DT', 'NN', 'NN', 'JJ', 'NNS', 'IN', 'VBG', 'NNS', '.']"
How does this uu impact cost estimating?,"['WRB', 'VBZ', 'DT', 'JJ', 'NN', 'NN', 'NN', '.']"
Governance.,"['NN', '.']"
"Does the organization have formal or informal audit and governance policies, procedures, and guidelines?","['VBZ', 'DT', 'NN', 'VBP', 'VBN', 'CC', 'JJ', 'NN', 'CC', 'NN', 'NNS', ',', 'NNS', ',', 'CC', 'NNS', '.']"
CONSIDERATIONS FOR AGILE/ADAPTIVE ENVIRONMENTS Projects with high degrees of uncertainty or those where the scope is not yet fully defined may not benefit from detailed cost calculations due to frequent changes.,"['NNP', 'NNP', 'NNP', 'NNP', 'VBZ', 'IN', 'JJ', 'NNS', 'IN', 'NN', 'CC', 'DT', 'WRB', 'DT', 'NN', 'VBZ', 'RB', 'RB', 'RB', 'VBN', 'MD', 'RB', 'VB', 'IN', 'JJ', 'NN', 'NNS', 'JJ', 'TO', 'JJ', 'NNS', '.']"
"Instead, lightweight estimation methods can be used to generate a fast, high-level forecast of project labor costs, which can then be easily adjusted as changes arise.","['RB', ',', 'JJ', 'NN', 'NNS', 'MD', 'VB', 'VBN', 'TO', 'VB', 'DT', 'JJ', ',', 'JJ', 'NN', 'IN', 'NN', 'NN', 'NNS', ',', 'WDT', 'MD', 'RB', 'VB', 'RB', 'VBN', 'IN', 'NNS', 'VBP', '.']"
Detailed estimates are reserved for short-term planning horizons in a just-in-time fashion.,"['VBN', 'NNS', 'VBP', 'VBN', 'IN', 'JJ', 'NN', 'NNS', 'IN', 'DT', 'JJ', 'NN', '.']"
"In cases where high-variability projects are also subject to strict budgets, the scope and schedule are more often adjusted to stay within cost constraints.","['IN', 'NNS', 'WRB', 'NN', 'NNS', 'VBP', 'RB', 'JJ', 'TO', 'JJ', 'NNS', ',', 'DT', 'NN', 'CC', 'NN', 'VBP', 'RBR', 'RB', 'VBN', 'TO', 'VB', 'IN', 'NN', 'NNS', '.']"
Part 1 - Guide 234 7.,"['NN', 'CD', ':', 'NNP', 'CD', 'CD', '.']"
"PLAN COST MANAGEMENT Plan Cost Management is the process of defining how the project costs will be estimated, budgeted, managed, monitored, and controlled.","['NN', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'VBZ', 'DT', 'NN', 'IN', 'VBG', 'WRB', 'DT', 'NN', 'NNS', 'MD', 'VB', 'VBN', ',', 'VBN', ',', 'VBD', ',', 'VBD', ',', 'CC', 'VBD', '.']"
The key benefit of this process is that it provides guidance and direction on how the project costs will be managed throughout the project.,"['DT', 'JJ', 'NN', 'IN', 'DT', 'NN', 'VBZ', 'IN', 'PRP', 'VBZ', 'NN', 'CC', 'NN', 'IN', 'WRB', 'DT', 'NN', 'NNS', 'MD', 'VB', 'VBN', 'IN', 'DT', 'NN', '.']"
This process is performed once or at predefined points in the project.,"['DT', 'NN', 'VBZ', 'VBN', 'RB', 'CC', 'IN', 'JJ', 'NNS', 'IN', 'DT', 'NN', '.']"
"The inputs, tools and techniques, and outputs of this process are depicted in Figure 7-2.","['DT', 'NNS', ',', 'NNS', 'CC', 'NNS', ',', 'CC', 'NNS', 'IN', 'DT', 'NN', 'VBP', 'VBN', 'IN', 'NNP', 'NNP', '.']"
Figure 7-3 depicts the data flow diagram of the process.,"['NN', 'JJ', 'VBZ', 'DT', 'NNS', 'VBP', 'NN', 'IN', 'DT', 'NN', '.']"
Plan Cost Management Inputs Tools & Techniques Outputs .,"['NN', 'NNP', 'NNP', 'NNP', 'NNP', 'CC', 'NNP', 'NNP', '.']"
Project charter .,"['NN', 'NN', '.']"
Expert judgment .,"['JJ', 'NN', '.']"
Cost management plan .,"['NN', 'NN', 'NN', '.']"
Project management plan .,"['NNP', 'NN', 'NN', '.']"
Data analysis * Schedule management plan .,"['NNP', 'NN', 'NN', 'NNP', 'NN', 'NN', '.']"
Meetings * Risk management plan .,"['NNS', 'VBP', 'NNP', 'NN', 'NN', '.']"
Enterprise environmental factors .,"['NNP', 'JJ', 'NNS', '.']"
Organizational process assets Figure 7-2.,"['NNP', 'NN', 'NNS', 'NNP', 'CD', '.']"
"Plan Cost Management: Inputs, Tools & Techniques, and Outputs 4.","['NN', 'NNP', 'NNP', ':', 'NNP', ',', 'NNP', 'CC', 'NNP', ',', 'CC', 'NNP', 'CD', '.']"
Develop Project Charter * Project charter Project 7.,"['NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NN', 'NNP', 'CD', '.']"
Project Management Plan Cost Management Plan Management * Project * Cost management plan Plan charter Project management plan * Schedule management plan * Risk management plan Enterprise/ Organization * Enterprise environmental factors * Organizational process assets Figure 7-3.,"['NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'VBZ', 'NNP', 'NN', 'NN', 'NNP', 'NN', 'NNP', 'NN', 'NN', 'NNP', 'NNP', 'NN', 'NN', 'NNP', 'NNP', 'NN', 'NN', 'NNP', 'NNP', 'NNP', 'NNP', 'JJ', 'NNS', 'VBP', 'NNP', 'NN', 'NNS', 'NNP', 'CD', '.']"
Plan Cost Management: Data Flow Diagram 235 The cost management planning effort occurs early in project planning and sets the framework for each of the cost management processes so that performance of the processes will be efficient and coordinated.,"['NN', 'NNP', 'NNP', ':', 'NNP', 'NNP', 'NNP', 'CD', 'DT', 'NN', 'NN', 'VBG', 'NN', 'VBZ', 'RB', 'IN', 'NN', 'NN', 'CC', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'IN', 'DT', 'NN', 'NN', 'VBZ', 'RB', 'IN', 'NN', 'IN', 'DT', 'NNS', 'MD', 'VB', 'JJ', 'CC', 'VBN', '.']"
The cost management processes and their associated tools and techniques are documented in the cost management plan.,"['DT', 'NN', 'NN', 'NNS', 'CC', 'PRP$', 'JJ', 'NNS', 'CC', 'NNS', 'VBP', 'VBN', 'IN', 'DT', 'NN', 'NN', 'NN', '.']"
The cost management plan is a component of the project management plan.,"['DT', 'NN', 'NN', 'NN', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'NN', 'NN', 'NN', '.']"
PLAN COST MANAGEMENT: INPUTS 7.,"['NN', 'NNP', 'NNP', ':', 'NNP', 'CD', '.']"
PROJECT CHARTER Described in Section 4.,"['NNP', 'NNP', 'NNP', 'IN', 'NNP', 'CD', '.']"
The project charter provides the preapproved financial resources from which the detailed project costs are developed.,"['DT', 'NN', 'NN', 'VBZ', 'DT', 'JJ', 'JJ', 'NNS', 'IN', 'WDT', 'DT', 'JJ', 'NN', 'NNS', 'VBP', 'VBN', '.']"
The project charter also defines the project approval requirements that will influence the management of the project costs.,"['DT', 'NN', 'NN', 'RB', 'VBZ', 'DT', 'NN', 'NN', 'NNS', 'WDT', 'MD', 'VB', 'DT', 'NN', 'IN', 'DT', 'NN', 'VBZ', '.']"
PROJECT MANAGEMENT PLAN Described in Section 4.,"['NNP', 'NNP', 'NNP', 'NNP', 'IN', 'NNP', 'CD', '.']"
Project management plan components include but are not limited to: Schedule management plan.,"['NNP', 'NN', 'NN', 'NNS', 'VBP', 'CC', 'VBP', 'RB', 'VBN', 'TO', ':', 'NNP', 'NN', 'NN', '.']"
Described in Section 6.,"['VBN', 'IN', 'NN', 'CD', '.']"
"The schedule management plan establishes the uu criteria and the activities for developing, monitoring, and controlling the schedule.","['DT', 'NN', 'NN', 'NN', 'VBZ', 'DT', 'JJ', 'NNS', 'CC', 'DT', 'NNS', 'IN', 'VBG', ',', 'NN', ',', 'CC', 'VBG', 'DT', 'NN', '.']"
